DATE,TEAM,VS,H/A,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF
02/06/2023 , GSW,OKC,H,W,240,141,56,97,57.7,26,50,52,3,7,42.9,11,34,45,43,6,3,16,17
02/08/2023 , GSW,POR,A,L,240,122,46,97,47.4,21,49,42.9,9,10,90,10,22,32,31,11,2,11,24
02/11/2023 , GSW,LAL,H,L,240,103,40,96,41.7,12,44,27.3,11,12,91.7,7,36,43,31,11,6,15,21
02/13/2023 , GSW,WAS,H,W,240,135,52,89,58.4,20,40,50,11,15,73.3,11,23,34,40,10,0,15,19
02/14/2023 , GSW,LAC,A,L,240,124,45,83,54.2,15,34,44.1,19,27,70.4,8,28,36,28,2,1,11,22
02/23/2023 , GSW,LAL,A,L,240,111,40,105,38.1,14,49,28.6,17,21,81,17,31,48,24,10,3,10,23
02/24/2023 , GSW,HOU,H,W,240,116,37,78,47.4,26,54,48.1,16,18,88.9,7,40,47,27,3,3,18,20
02/26/2023 , GSW,MIN,H,W,240,109,39,91,42.9,15,42,35.7,16,22,72.7,16,40,56,23,11,5,16,19
02/28/2023 , GSW,POR,H,W,240,123,49,91,53.8,12,30,40,13,16,81.3,12,34,46,34,5,2,18,19
03/02/2023 , GSW,LAC,H,W,240,115,39,93,41.9,14,46,30.4,23,27,85.2,15,45,60,25,9,6,11,20
03/03/2023 , GSW,NOP,H,W,240,108,40,78,51.3,10,31,32.3,18,20,90,9,34,43,28,7,4,18,22
03/05/2023 , GSW,LAL,A,L,240,105,36,91,39.6,18,52,34.6,15,18,83.3,7,35,42,27,2,6,12,21
03/07/2023 , GSW,OKC,A,L,240,128,47,89,52.8,20,51,39.2,14,16,87.5,8,25,33,36,8,3,21,21
03/09/2023 , GSW,MEM,A,L,240,110,36,82,43.9,15,45,33.3,23,24,95.8,8,24,32,25,9,3,17,17
03/11/2023 , GSW,MIL,H,W,265,125,46,112,41.1,23,55,41.8,10,11,90.9,18,47,65,33,12,4,15,15
03/13/2023 , GSW,PHX,H,W,240,123,45,83,54.2,19,39,48.7,14,24,58.3,9,32,41,28,8,6,14,21
03/15/2023 , GSW,LAC,A,L,240,126,49,88,55.7,17,36,47.2,11,15,73.3,7,29,36,28,5,1,16,25
03/17/2023 , GSW,ATL,A,L,240,119,47,98,48,11,40,27.5,14,20,70,16,38,54,28,6,9,17,20
03/18/2023 , GSW,MEM,A,L,240,119,39,91,42.9,13,35,37.1,28,34,82.4,15,27,42,27,3,8,13,21
03/20/2023 , GSW,HOU,A,W,240,121,44,88,50,17,48,35.4,16,19,84.2,16,32,48,31,12,6,18,14
03/22/2023 , GSW,DAL,A,W,240,127,50,90,55.6,12,39,30.8,15,18,83.3,11,33,44,33,7,5,13,20
03/24/2023 , GSW,PHI,H,W,240,120,42,88,47.7,18,50,36,18,24,75,10,39,49,27,3,0,11,21
03/26/2023 , GSW,MIN,H,L,240,96,34,82,41.5,15,40,37.5,13,17,76.5,6,31,37,25,9,2,16,19
03/28/2023 , GSW,NOP,H,W,240,120,43,82,52.4,18,40,45,16,22,72.7,11,30,41,32,11,4,18,18
03/31/2023 , GSW,SAS,H,W,240,130,47,93,50.5,21,49,42.9,15,21,71.4,14,31,45,37,5,4,14,18
04/02/2023 , GSW,DEN,A,L,240,110,42,105,40,9,42,21.4,17,17,100,22,35,57,26,9,4,15,22
04/04/2023 , GSW,OKC,H,W,240,136,47,95,49.5,20,47,42.6,22,30,73.3,19,35,54,25,6,6,13,22
04/07/2023 , GSW,SAC,A,W,240,119,41,78,52.6,16,36,44.4,21,24,87.5,10,37,47,36,6,7,24,22
04/09/2023 , GSW,POR,A,W,240,157,58,96,60.4,27,49,55.1,14,16,87.5,9,49,58,47,13,6,15,18
10/20/2022 , LAC,LAL,A,W,240,103,37,80,46.3,9,29,31,20,31,64.5,10,48,58,18,7,7,22,24
10/22/2022 , LAC,SAC,A,W,240,111,41,81,50.6,9,22,40.9,20,22,90.9,5,35,40,24,8,3,13,21
10/23/2022 , LAC,PHX,H,L,240,95,36,82,43.9,9,32,28.1,14,20,70,9,34,43,16,10,0,14,18
10/25/2022 , LAC,OKC,A,L,240,94,35,83,42.2,10,31,32.3,14,18,77.8,7,40,47,21,5,14,18,18
10/27/2022 , LAC,OKC,A,L,240,110,44,82,53.7,9,28,32.1,13,18,72.2,10,34,44,21,6,5,19,17
10/30/2022 , LAC,NOP,H,L,240,91,36,86,41.9,11,39,28.2,8,13,61.5,8,31,39,24,3,6,14,15
10/31/2022 , LAC,HOU,H,W,240,95,37,87,42.5,9,36,25,12,17,70.6,8,38,46,23,7,10,13,18
11/02/2022 , LAC,HOU,A,W,240,109,41,84,48.8,12,33,36.4,15,19,78.9,9,34,43,20,10,6,14,20
11/04/2022 , LAC,SAS,A,W,240,113,42,80,52.5,15,33,45.5,14,19,73.7,3,41,44,26,6,5,16,25
11/06/2022 , LAC,UTA,H,L,240,102,43,87,49.4,8,33,24.2,8,13,61.5,4,28,32,22,11,2,13,26
11/07/2022 , LAC,CLE,H,W,240,119,40,79,50.6,17,38,44.7,22,28,78.6,4,27,31,19,8,2,9,19
11/09/2022 , LAC,LAL,H,W,240,114,41,81,50.6,12,33,36.4,20,26,76.9,6,35,41,24,10,7,15,24
11/12/2022 , LAC,BKN,H,L,240,95,34,85,40,11,31,35.5,16,20,80,10,36,46,22,4,6,16,17
11/14/2022 , LAC,HOU,A,W,240,122,41,81,50.6,14,38,36.8,26,33,78.8,9,35,44,25,6,4,16,23
11/15/2022 , LAC,DAL,A,L,240,101,34,64,53.1,12,28,42.9,21,26,80.8,3,37,40,23,8,2,21,27
11/17/2022 , LAC,DET,H,W,240,96,33,81,40.7,11,30,36.7,19,24,79.2,10,41,51,17,1,1,18,21
11/19/2022 , LAC,SAS,H,W,240,119,44,81,54.3,21,40,52.5,10,19,52.6,7,28,35,32,9,1,12,20
11/21/2022 , LAC,UTA,H,W,240,121,47,91,51.6,9,24,37.5,18,19,94.7,12,29,41,26,6,6,16,20
11/23/2022 , LAC,GSW,A,L,240,107,39,86,45.3,11,29,37.9,18,27,66.7,10,33,43,22,5,2,16,13
11/25/2022 , LAC,DEN,H,L,240,104,37,68,54.4,11,22,50,19,34,55.9,4,29,33,22,1,5,14,20
11/27/2022 , LAC,IND,H,W,240,114,42,94,44.7,6,32,18.8,24,32,75,18,44,62,33,7,4,18,18
11/29/2022 , LAC,POR,A,W,240,118,41,89,46.1,13,31,41.9,23,28,82.1,14,34,48,26,6,7,13,18
11/30/2022 , LAC,UTA,A,L,240,112,37,93,39.8,10,30,33.3,28,36,77.8,17,22,39,16,9,5,10,23
12/03/2022 , LAC,SAC,H,L,240,96,33,93,35.5,9,33,27.3,21,26,80.8,17,33,50,15,4,3,17,23
12/05/2022 , LAC,CHA,A,W,240,119,45,93,48.4,15,36,41.7,14,21,66.7,13,34,47,30,4,5,12,17
12/07/2022 , LAC,ORL,A,L,265,111,39,95,41.1,15,41,36.6,18,26,69.2,17,36,53,26,3,9,15,19
12/08/2022 , LAC,MIA,A,L,240,110,37,80,46.3,17,36,47.2,19,21,90.5,7,36,43,24,3,3,16,16
12/10/2022 , LAC,WAS,A,W,240,114,40,94,42.6,19,48,39.6,15,16,93.8,9,33,42,22,9,7,10,16
12/12/2022 , LAC,BOS,H,W,240,113,44,90,48.9,10,25,40,15,21,71.4,11,35,46,18,10,2,9,26
12/14/2022 , LAC,MIN,H,W,240,99,34,89,38.2,14,46,30.4,17,21,81,14,38,52,21,8,2,14,21
12/15/2022 , LAC,PHX,H,L,240,95,34,90,37.8,12,33,36.4,15,21,71.4,21,31,52,21,4,3,16,18
12/17/2022 , LAC,WAS,H,W,240,102,37,86,43,12,29,41.4,16,26,61.5,12,37,49,19,6,5,14,16
12/21/2022 , LAC,CHA,H,W,240,126,41,81,50.6,23,49,46.9,21,23,91.3,5,43,48,29,6,7,27,22
12/23/2022 , LAC,PHI,A,L,240,114,41,81,50.6,14,38,36.8,18,23,78.3,6,27,33,25,5,9,11,16
12/26/2022 , LAC,DET,A,W,265,142,49,91,53.8,19,44,43.2,25,29,86.2,10,38,48,25,13,3,19,24
12/27/2022 , LAC,TOR,A,W,240,124,45,93,48.4,15,38,39.5,19,23,82.6,15,32,47,27,8,3,9,17
12/29/2022 , LAC,BOS,A,L,240,110,43,89,48.3,15,39,38.5,9,14,64.3,8,33,41,26,4,4,12,20
12/31/2022 , LAC,IND,A,L,240,130,43,80,53.8,16,34,47.1,28,29,96.6,8,31,39,23,7,6,15,23
01/02/2023 , LAC,MIA,H,L,240,100,29,67,43.3,12,29,41.4,30,34,88.2,3,31,34,19,7,1,15,18
01/05/2023 , LAC,DEN,A,L,240,91,34,91,37.4,5,37,13.5,18,25,72,8,33,41,24,7,3,7,14
01/06/2023 , LAC,MIN,A,L,240,115,44,100,44,9,25,36,18,27,66.7,18,22,40,22,13,3,8,19
01/08/2023 , LAC,ATL,H,L,240,108,37,95,38.9,10,30,33.3,24,31,77.4,21,38,59,25,6,5,11,19
01/10/2023 , LAC,DAL,H,W,240,113,39,86,45.3,12,31,38.7,23,30,76.7,12,34,46,20,7,4,9,23
01/13/2023 , LAC,DEN,H,L,240,103,41,87,47.1,10,29,34.5,11,14,78.6,11,32,43,20,6,3,12,18
01/15/2023 , LAC,HOU,H,W,240,121,46,88,52.3,14,32,43.8,15,21,71.4,11,33,44,21,13,6,15,16
01/17/2023 , LAC,PHI,H,L,240,110,41,82,50,12,34,35.3,16,20,80,8,25,33,20,4,5,18,23
01/18/2023 , LAC,UTA,A,L,240,103,37,92,40.2,15,34,44.1,14,21,66.7,16,34,50,23,1,6,13,20
01/20/2023 , LAC,SAS,A,W,240,131,51,81,63,15,28,53.6,14,20,70,11,21,32,31,4,2,9,13
01/22/2023 , LAC,DAL,A,W,240,112,35,77,45.5,12,28,42.9,30,31,96.8,9,37,46,20,6,3,10,23
01/24/2023 , LAC,LAL,A,W,240,133,51,84,60.7,19,38,50,12,15,80,7,40,47,25,4,9,12,20
01/26/2023 , LAC,SAS,H,W,240,138,52,89,58.4,18,38,47.4,16,21,76.2,6,31,37,26,9,9,5,21
01/28/2023 , LAC,ATL,A,W,240,120,42,80,52.5,19,39,48.7,17,19,89.5,6,31,37,25,5,5,14,15
01/29/2023 , LAC,CLE,A,L,240,99,37,89,41.6,2,19,10.5,23,27,85.2,15,30,45,17,6,0,13,19
01/31/2023 , LAC,CHI,A,W,240,108,37,93,39.8,12,44,27.3,22,26,84.6,11,33,44,24,15,6,8,16
02/02/2023 , LAC,MIL,A,L,240,105,39,95,41.1,13,36,36.1,14,20,70,9,40,49,15,8,4,7,22
02/04/2023 , LAC,NYK,A,W,265,134,44,92,47.8,16,37,43.2,30,35,85.7,9,37,46,24,8,4,13,20
02/06/2023 , LAC,BKN,A,W,240,124,44,92,47.8,12,30,40,24,30,80,11,35,46,20,11,5,7,19
02/08/2023 , LAC,DAL,H,L,240,104,38,86,44.2,12,33,36.4,16,21,76.2,9,31,40,21,10,4,11,18
02/10/2023 , LAC,MIL,H,L,240,106,42,85,49.4,11,33,33.3,11,14,78.6,3,32,35,17,5,7,9,12
02/14/2023 , LAC,GSW,H,W,240,134,49,92,53.3,17,36,47.2,19,22,86.4,12,24,36,33,5,4,8,22
02/16/2023 , LAC,PHX,A,W,240,116,40,82,48.8,11,34,32.4,25,27,92.6,8,35,43,29,8,2,14,19
02/24/2023 , LAC,SAC,H,L,290,175,59,98,60.2,26,45,57.8,31,36,86.1,7,35,42,39,8,3,25,27
02/26/2023 , LAC,DEN,A,L,265,124,44,90,48.9,11,34,32.4,25,30,83.3,6,32,38,24,11,5,12,25
02/28/2023 , LAC,MIN,H,L,240,101,35,83,42.2,11,28,39.3,20,23,87,9,35,44,24,11,3,24,17
03/02/2023 , LAC,GSW,A,L,240,91,32,89,36,9,43,20.9,18,21,85.7,9,38,47,19,5,5,16,24
03/03/2023 , LAC,SAC,A,L,240,127,47,87,54,14,41,34.1,19,27,70.4,6,26,32,31,7,3,7,24
03/05/2023 , LAC,MEM,H,W,240,135,45,85,52.9,12,29,41.4,33,35,94.3,13,40,53,25,6,2,17,17
03/08/2023 , LAC,TOR,H,W,240,108,39,71,54.9,6,20,30,24,31,77.4,9,35,44,23,9,4,17,18
03/11/2023 , LAC,NYK,H,W,240,106,42,87,48.3,10,30,33.3,12,16,75,7,32,39,22,3,4,8,20
03/15/2023 , LAC,GSW,H,W,240,134,46,96,47.9,16,34,47.1,26,32,81.3,16,28,44,30,11,1,7,18
03/18/2023 , LAC,ORL,H,L,240,108,42,90,46.7,6,22,27.3,18,24,75,13,30,43,23,9,3,15,24
03/19/2023 , LAC,POR,A,W,240,117,43,94,45.7,12,28,42.9,19,23,82.6,18,31,49,26,11,3,9,18
03/21/2023 , LAC,OKC,H,L,240,100,41,86,47.7,6,31,19.4,12,21,57.1,12,34,46,21,9,2,13,21
03/23/2023 , LAC,OKC,H,W,240,127,47,84,56,18,37,48.6,15,20,75,8,34,42,34,9,5,13,9
03/25/2023 , LAC,NOP,H,L,240,110,39,75,52,15,33,45.5,17,21,81,2,29,31,29,9,6,19,14
03/27/2023 , LAC,CHI,H,W,240,124,48,81,59.3,20,40,50,8,16,50,6,31,37,41,10,4,15,17
03/29/2023 , LAC,MEM,A,W,240,141,48,78,61.5,22,37,59.5,23,31,74.2,3,29,32,28,8,4,15,21
03/31/2023 , LAC,MEM,A,L,240,94,34,90,37.8,11,35,31.4,15,18,83.3,12,38,50,26,5,8,17,14
04/01/2023 , LAC,NOP,A,L,240,114,42,85,49.4,11,29,37.9,19,23,82.6,11,26,37,25,5,4,13,29
04/05/2023 , LAC,LAL,H,W,240,125,43,82,52.4,16,36,44.4,23,27,85.2,5,33,38,23,9,4,12,18
04/08/2023 , LAC,POR,H,W,240,136,49,93,52.7,12,35,34.3,26,30,86.7,13,38,51,30,7,5,12,17
04/09/2023 , LAC,PHX,A,W,240,119,49,100,49,5,23,21.7,16,24,66.7,14,39,53,22,3,5,10,18
10/19/2022 , MIA,CHI,H,L,240,108,37,80,46.3,12,28,42.9,22,28,78.6,8,38,46,21,6,2,19,24
10/21/2022 , MIA,BOS,H,L,240,104,42,92,45.7,8,26,30.8,12,15,80,11,25,36,23,8,3,9,18
10/22/2022 , MIA,TOR,H,W,240,112,38,76,50,11,30,36.7,25,27,92.6,6,38,44,28,2,2,15,26
10/24/2022 , MIA,TOR,H,L,240,90,29,83,34.9,8,34,23.5,24,27,88.9,8,38,46,19,5,3,12,15
10/26/2022 , MIA,POR,A,W,240,119,44,87,50.6,15,38,39.5,16,19,84.2,15,31,46,34,13,2,16,22
10/27/2022 , MIA,GSW,A,L,240,110,39,88,44.3,14,43,32.6,18,22,81.8,8,23,31,25,16,5,12,15
10/29/2022 , MIA,SAC,A,L,240,113,38,89,42.7,11,28,39.3,26,31,83.9,9,25,34,18,7,3,8,25
11/01/2022 , MIA,GSW,H,W,240,116,40,88,45.5,16,42,38.1,20,20,100,9,30,39,32,7,3,15,16
11/02/2022 , MIA,SAC,H,W,240,110,44,89,49.4,11,34,32.4,11,13,84.6,9,37,46,27,5,5,11,20
11/04/2022 , MIA,IND,A,L,240,99,31,81,38.3,11,39,28.2,26,26,100,8,34,42,17,10,2,19,22
11/07/2022 , MIA,POR,H,L,240,107,40,84,47.6,14,39,35.9,13,15,86.7,5,27,32,28,11,2,10,18
11/10/2022 , MIA,CHA,H,W,265,117,39,90,43.3,10,36,27.8,29,36,80.6,8,30,38,21,9,1,10,25
11/12/2022 , MIA,CHA,H,W,240,132,49,93,52.7,16,41,39,18,21,85.7,9,37,46,32,7,5,12,19
11/14/2022 , MIA,PHX,H,W,240,113,38,83,45.8,15,33,45.5,22,25,88,17,25,42,23,6,4,14,10
11/16/2022 , MIA,TOR,A,L,240,104,36,66,54.5,13,35,37.1,19,22,86.4,4,19,23,19,5,4,23,20
11/18/2022 , MIA,WAS,A,L,265,106,35,98,35.7,11,43,25.6,25,32,78.1,10,43,53,23,6,4,9,15
11/20/2022 , MIA,CLE,A,L,240,87,31,80,38.8,6,31,19.4,19,22,86.4,11,19,30,17,6,3,16,16
11/21/2022 , MIA,MIN,A,L,240,101,35,90,38.9,11,38,28.9,20,30,66.7,12,34,46,26,9,5,15,20
11/23/2022 , MIA,WAS,H,W,240,113,39,93,41.9,16,41,39,19,22,86.4,14,39,53,20,7,5,12,18
11/25/2022 , MIA,WAS,H,W,240,110,42,89,47.2,7,26,26.9,19,23,82.6,10,37,47,24,5,5,10,19
11/27/2022 , MIA,ATL,A,W,240,106,40,82,48.8,9,33,27.3,17,19,89.5,6,40,46,28,8,5,12,16
11/30/2022 , MIA,BOS,A,L,240,121,47,90,52.2,18,40,45,9,9,100,9,23,32,25,8,3,15,21
12/02/2022 , MIA,BOS,A,W,265,120,48,101,47.5,11,35,31.4,13,18,72.2,12,38,50,19,11,3,16,24
12/05/2022 , MIA,MEM,A,L,240,93,31,79,39.2,14,40,35,17,22,77.3,9,36,45,23,7,3,16,11
12/06/2022 , MIA,DET,H,L,240,96,33,77,42.9,10,32,31.3,20,26,76.9,7,33,40,21,7,2,15,20
12/08/2022 , MIA,LAC,H,W,240,115,46,90,51.1,12,32,37.5,11,14,78.6,7,36,43,24,11,1,8,20
12/10/2022 , MIA,SAS,H,L,240,111,39,81,48.1,13,34,38.2,20,28,71.4,5,27,32,26,5,3,10,22
12/12/2022 , MIA,IND,A,W,240,87,32,83,38.6,9,34,26.5,14,18,77.8,9,39,48,23,7,2,13,17
12/14/2022 , MIA,OKC,A,W,240,110,37,86,43,24,56,42.9,12,15,80,7,32,39,25,9,1,14,21
12/15/2022 , MIA,HOU,A,W,240,111,39,88,44.3,16,47,34,17,23,73.9,14,26,40,21,10,6,14,19
12/17/2022 , MIA,SAS,A,W,240,111,42,82,51.2,11,30,36.7,16,23,69.6,8,32,40,25,14,3,12,27
12/20/2022 , MIA,CHI,H,L,240,103,38,81,46.9,15,44,34.1,12,17,70.6,9,26,35,26,9,0,13,16
12/23/2022 , MIA,IND,H,L,240,108,41,95,43.2,13,33,39.4,13,14,92.9,13,25,38,23,7,3,10,13
12/26/2022 , MIA,MIN,H,W,240,113,47,102,46.1,13,49,26.5,6,8,75,13,27,40,27,9,3,9,17
12/28/2022 , MIA,LAL,H,W,240,112,44,92,47.8,11,35,31.4,13,16,81.3,10,27,37,20,14,4,5,15
12/30/2022 , MIA,DEN,A,L,240,119,39,87,44.8,14,35,40,27,30,90,11,25,36,21,13,4,14,19
12/31/2022 , MIA,UTA,A,W,240,126,45,89,50.6,13,39,33.3,23,30,76.7,10,27,37,32,10,1,12,32
01/02/2023 , MIA,LAC,A,W,240,110,39,85,45.9,12,36,33.3,20,24,83.3,12,36,48,22,7,2,11,23
01/04/2023 , MIA,LAL,A,L,240,109,43,95,45.3,8,29,27.6,15,21,71.4,14,29,43,24,9,4,13,20
01/06/2023 , MIA,PHX,A,W,240,104,33,78,42.3,12,38,31.6,26,31,83.9,5,32,37,19,10,3,12,14
01/08/2023 , MIA,BKN,H,L,240,101,38,92,41.3,13,35,37.1,12,17,70.6,16,25,41,22,8,4,11,17
01/10/2023 , MIA,OKC,H,W,240,112,31,79,39.2,10,33,30.3,40,40,100,13,28,41,18,10,4,19,19
01/12/2023 , MIA,MIL,H,W,240,108,42,95,44.2,9,34,26.5,15,16,93.8,18,43,61,22,8,1,13,8
01/14/2023 , MIA,MIL,H,W,240,111,45,87,51.7,11,22,50,10,12,83.3,13,38,51,17,9,3,11,14
01/16/2023 , MIA,ATL,A,L,240,113,43,89,48.3,8,31,25.8,19,20,95,12,29,41,30,10,4,14,22
01/18/2023 , MIA,NOP,A,W,240,124,50,94,53.2,12,35,34.3,12,16,75,10,33,43,37,11,2,9,17
01/20/2023 , MIA,DAL,A,L,240,90,33,69,47.8,4,20,20,20,27,74.1,5,34,39,15,3,1,15,22
01/22/2023 , MIA,NOP,H,W,240,100,35,80,43.8,8,34,23.5,22,27,81.5,12,30,42,17,16,1,21,14
01/24/2023 , MIA,BOS,H,W,240,98,34,94,36.2,12,33,36.4,18,23,78.3,14,37,51,21,7,2,7,18
01/27/2023 , MIA,ORL,H,W,240,110,39,85,45.9,10,33,30.3,22,26,84.6,5,32,37,28,9,3,11,19
01/29/2023 , MIA,CHA,A,L,240,117,45,93,48.4,10,31,32.3,17,23,73.9,10,26,36,26,11,0,10,17
01/31/2023 , MIA,CLE,A,W,240,100,34,78,43.6,14,31,45.2,18,25,72,9,36,45,21,7,3,13,17
02/02/2023 , MIA,NYK,A,L,240,104,39,87,44.8,13,36,36.1,13,16,81.3,9,24,33,24,8,3,10,15
02/04/2023 , MIA,MIL,A,L,240,115,45,101,44.6,8,31,25.8,17,21,81,13,31,44,23,9,2,7,23
02/08/2023 , MIA,IND,H,W,240,116,37,79,46.8,6,19,31.6,36,39,92.3,15,33,48,21,7,3,11,22
02/10/2023 , MIA,HOU,H,W,240,97,32,77,41.6,12,38,31.6,21,22,95.5,6,34,40,21,11,6,16,23
02/11/2023 , MIA,ORL,A,W,265,107,37,85,43.5,12,39,30.8,21,23,91.3,11,35,46,24,7,6,19,22
02/13/2023 , MIA,DEN,H,L,240,108,39,89,43.8,12,35,34.3,18,20,90,9,25,34,25,9,4,8,14
02/15/2023 , MIA,BKN,A,L,240,105,38,83,45.8,8,28,28.6,21,29,72.4,12,29,41,19,4,3,8,18
02/24/2023 , MIA,MIL,A,L,240,99,36,92,39.1,9,40,22.5,18,25,72,9,36,45,21,5,5,10,17
02/25/2023 , MIA,CHA,A,L,240,103,32,80,40,11,36,30.6,28,34,82.4,7,35,42,24,7,3,16,25
02/27/2023 , MIA,PHI,A,W,240,101,35,81,43.2,15,37,40.5,16,22,72.7,12,25,37,21,10,3,12,20
03/01/2023 , MIA,PHI,H,L,240,96,34,78,43.6,7,29,24.1,21,23,91.3,5,28,33,18,3,2,12,17
03/03/2023 , MIA,NYK,H,L,240,120,39,81,48.1,12,25,48,30,32,93.8,11,28,39,23,7,2,12,17
03/04/2023 , MIA,ATL,H,W,240,117,42,83,50.6,13,35,37.1,20,23,87,12,31,43,31,5,3,19,19
03/06/2023 , MIA,ATL,H,W,240,130,41,77,53.2,16,29,55.2,32,37,86.5,8,24,32,27,6,4,11,17
03/08/2023 , MIA,CLE,H,L,240,100,35,70,50,8,29,27.6,22,29,75.9,10,27,37,22,7,4,22,19
03/10/2023 , MIA,CLE,H,W,240,119,42,82,51.2,14,29,48.3,21,23,91.3,11,35,46,22,7,4,16,20
03/11/2023 , MIA,ORL,A,L,265,114,42,94,44.7,11,37,29.7,19,20,95,5,30,35,19,8,2,17,17
03/13/2023 , MIA,UTA,H,W,240,119,37,79,46.8,14,34,41.2,31,36,86.1,9,28,37,20,12,4,13,13
03/15/2023 , MIA,MEM,H,W,240,138,49,82,59.8,13,29,44.8,27,33,81.8,8,33,41,33,8,5,13,16
03/18/2023 , MIA,CHI,A,L,240,99,35,82,42.7,10,37,27,19,24,79.2,14,25,39,23,4,2,13,10
03/19/2023 , MIA,DET,A,W,240,112,38,79,48.1,13,39,33.3,23,25,92,8,34,42,33,4,4,10,17
03/22/2023 , MIA,NYK,H,W,240,127,45,79,57,16,28,57.1,21,26,80.8,2,27,29,28,9,1,10,18
03/25/2023 , MIA,BKN,H,L,240,100,38,80,47.5,12,30,40,12,14,85.7,8,24,32,22,5,4,12,19
03/28/2023 , MIA,TOR,A,L,240,92,32,80,40,10,33,30.3,18,19,94.7,12,31,43,18,6,3,15,10
03/29/2023 , MIA,NYK,A,L,240,92,35,79,44.3,13,39,33.3,9,14,64.3,6,29,35,20,5,0,11,18
04/01/2023 , MIA,DAL,H,W,240,129,45,86,52.3,13,37,35.1,26,29,89.7,10,26,36,27,6,0,8,16
04/04/2023 , MIA,DET,A,W,240,118,41,80,51.3,13,36,36.1,23,26,88.5,5,28,33,26,12,2,7,18
04/06/2023 , MIA,PHI,A,W,240,129,49,88,55.7,18,39,46.2,13,15,86.7,10,32,42,39,3,0,10,13
04/07/2023 , MIA,WAS,A,L,240,108,43,98,43.9,15,47,31.9,7,12,58.3,14,33,47,26,7,4,16,29
04/09/2023 , MIA,ORL,H,W,240,123,45,83,54.2,18,44,40.9,15,20,75,7,37,44,30,10,3,18,20
10/18/2022 , LAL,GSW,A,L,240,109,40,94,42.6,10,40,25,19,25,76,9,39,48,23,12,4,21,18
10/20/2022 , LAL,LAC,H,L,240,97,33,94,35.1,9,45,20,22,26,84.6,8,30,38,23,13,5,10,24
10/23/2022 , LAL,POR,H,L,240,104,41,92,44.6,6,33,18.2,16,20,80,10,30,40,26,9,9,13,24
10/26/2022 , LAL,DEN,A,L,240,99,40,90,44.4,8,30,26.7,11,16,68.8,7,40,47,25,8,4,14,16
10/28/2022 , LAL,MIN,A,L,240,102,37,89,41.6,9,29,31,19,27,70.4,12,43,55,20,8,5,22,21
10/30/2022 , LAL,DEN,H,W,240,121,46,96,47.9,13,30,43.3,16,20,80,13,38,51,24,5,5,8,17
11/02/2022 , LAL,NOP,H,W,265,120,45,98,45.9,10,36,27.8,20,23,87,11,45,56,30,6,8,17,17
11/04/2022 , LAL,UTA,H,L,240,116,40,83,48.2,11,26,42.3,25,28,89.3,9,31,40,22,6,6,11,17
11/06/2022 , LAL,CLE,H,L,240,100,40,87,46,8,27,29.6,12,21,57.1,10,33,43,24,4,4,16,26
11/07/2022 , LAL,UTA,A,L,240,116,40,82,48.8,9,24,37.5,27,30,90,7,26,33,15,7,5,16,21
11/09/2022 , LAL,LAC,A,L,240,101,40,88,45.5,10,32,31.3,11,17,64.7,8,35,43,26,7,2,15,20
11/11/2022 , LAL,SAC,H,L,240,114,42,88,47.7,10,25,40,20,26,76.9,14,27,41,22,11,5,14,22
11/13/2022 , LAL,BKN,H,W,240,116,44,91,48.4,11,27,40.7,17,20,85,12,33,45,25,3,2,9,22
11/18/2022 , LAL,DET,H,W,240,128,43,78,55.1,7,20,35,35,40,87.5,7,37,44,29,2,7,16,24
11/20/2022 , LAL,SAS,H,W,240,123,45,85,52.9,12,34,35.3,21,24,87.5,5,49,54,29,5,2,15,10
11/22/2022 , LAL,PHX,A,L,240,105,36,85,42.4,4,22,18.2,29,35,82.9,7,38,45,19,8,7,17,12
11/25/2022 , LAL,SAS,A,W,240,105,40,83,48.2,8,27,29.6,17,20,85,10,39,49,28,12,5,21,16
11/26/2022 , LAL,SAS,A,W,240,143,47,81,58,17,33,51.5,32,37,86.5,3,36,39,25,4,7,17,20
11/28/2022 , LAL,IND,H,L,240,115,40,93,43,11,31,35.5,24,31,77.4,18,39,57,23,3,7,14,16
11/30/2022 , LAL,POR,H,W,240,128,48,97,49.5,14,37,37.8,18,26,69.2,13,35,48,28,5,6,7,18
12/02/2022 , LAL,MIL,A,W,240,133,52,96,54.2,11,26,42.3,18,24,75,12,32,44,32,6,4,4,16
12/04/2022 , LAL,WAS,A,W,240,130,52,96,54.2,10,26,38.5,16,22,72.7,9,42,51,34,5,5,15,14
12/06/2022 , LAL,CLE,A,L,240,102,38,89,42.7,6,36,16.7,20,24,83.3,14,29,43,16,4,6,16,13
12/07/2022 , LAL,TOR,A,L,240,113,37,87,42.5,7,33,21.2,32,35,91.4,10,36,46,16,6,3,15,17
12/09/2022 , LAL,PHI,A,L,265,122,44,88,50,11,31,35.5,23,30,76.7,7,30,37,29,12,4,19,23
12/11/2022 , LAL,DET,A,W,240,124,46,84,54.8,11,26,42.3,21,27,77.8,6,36,42,31,8,4,11,14
12/13/2022 , LAL,BOS,H,L,265,118,44,93,47.3,8,29,27.6,22,30,73.3,7,42,49,23,7,9,11,17
