DATE,TEAM,VS,H/A,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF
01/18/2023 , MIN,DEN,A,L,240,118,42,81,51.9,12,32,37.5,22,28,78.6,12,24,36,26,6,10,17,27
01/19/2023 , MIN,TOR,H,W,240,128,45,89,50.6,17,40,42.5,21,23,91.3,8,29,37,31,12,5,15,20
01/21/2023 , MIN,HOU,H,W,240,113,38,83,45.8,17,41,41.5,20,24,83.3,3,27,30,20,12,9,11,26
01/23/2023 , MIN,HOU,A,L,240,114,41,91,45.1,16,42,38.1,16,22,72.7,12,29,41,19,8,7,19,22
01/25/2023 , MIN,NOP,A,W,240,111,40,82,48.8,11,29,37.9,20,28,71.4,4,32,36,23,8,5,9,18
01/27/2023 , MIN,MEM,H,W,240,111,44,86,51.2,13,35,37.1,10,15,66.7,9,36,45,31,12,6,19,19
01/28/2023 , MIN,SAC,H,W,240,117,42,80,52.5,17,37,45.9,16,21,76.2,9,35,44,25,5,2,19,26
01/30/2023 , MIN,SAC,H,L,265,111,43,92,46.7,12,39,30.8,13,25,52,8,41,49,26,7,3,18,16
02/01/2023 , MIN,GSW,H,W,265,119,46,106,43.4,14,50,28,13,24,54.2,10,43,53,26,5,7,11,23
02/03/2023 , MIN,ORL,H,L,240,120,40,87,46,16,44,36.4,24,28,85.7,12,29,41,21,7,7,20,27
02/05/2023 , MIN,DEN,H,W,240,128,48,87,55.2,10,27,37,22,30,73.3,5,29,34,33,7,3,11,23
02/07/2023 , MIN,DEN,A,L,240,112,40,85,47.1,10,35,28.6,22,26,84.6,8,28,36,24,6,7,17,16
02/08/2023 , MIN,UTA,A,W,240,143,56,98,57.1,23,43,53.5,8,8,100,8,39,47,35,6,6,10,19
02/10/2023 , MIN,MEM,A,L,240,107,41,88,46.6,15,37,40.5,10,12,83.3,7,28,35,25,7,4,17,20
02/13/2023 , MIN,DAL,A,W,240,124,48,83,57.8,9,29,31,19,26,73.1,10,29,39,28,8,2,12,26
02/16/2023 , MIN,WAS,H,L,240,106,39,95,41.1,8,29,27.6,20,22,90.9,16,37,53,21,8,5,18,16
02/24/2023 , MIN,CHA,H,L,240,113,46,93,49.5,11,33,33.3,10,16,62.5,7,38,45,25,6,11,15,20
02/26/2023 , MIN,GSW,A,L,240,104,38,90,42.2,17,45,37.8,11,21,52.4,10,33,43,26,11,8,16,18
02/28/2023 , MIN,LAC,A,W,240,108,43,90,47.8,9,26,34.6,13,22,59.1,10,36,46,22,14,8,17,20
03/03/2023 , MIN,LAL,A,W,240,110,42,89,47.2,14,34,41.2,12,16,75,10,36,46,29,10,6,13,21
03/04/2023 , MIN,SAC,A,W,240,138,48,80,60,20,39,51.3,22,31,71,6,34,40,31,4,6,11,21
03/07/2023 , MIN,PHI,H,L,240,94,34,86,39.5,11,36,30.6,15,21,71.4,6,28,34,19,9,7,11,16
03/10/2023 , MIN,BKN,H,L,265,123,48,98,49,9,30,30,18,29,62.1,12,35,47,29,10,6,14,21
03/13/2023 , MIN,ATL,A,W,240,136,54,92,58.7,12,28,42.9,16,23,69.6,5,32,37,39,12,10,10,22
03/15/2023 , MIN,BOS,H,L,240,102,37,84,44,12,36,33.3,16,22,72.7,8,38,46,27,3,2,13,23
03/17/2023 , MIN,CHI,A,L,290,131,46,100,46,18,42,42.9,21,31,67.7,14,36,50,33,6,8,15,24
03/18/2023 , MIN,TOR,A,L,240,107,39,85,45.9,5,23,21.7,24,28,85.7,9,33,42,27,5,2,14,23
03/20/2023 , MIN,NYK,A,W,240,140,51,83,61.4,14,24,58.3,24,32,75,7,27,34,34,9,4,15,24
03/22/2023 , MIN,ATL,H,W,240,125,45,92,48.9,11,26,42.3,24,29,82.8,11,31,42,27,7,3,11,20
03/26/2023 , MIN,GSW,A,W,240,99,34,80,42.5,17,40,42.5,14,25,56,9,40,49,25,10,2,17,20
03/27/2023 , MIN,SAC,A,W,240,119,44,86,51.2,9,24,37.5,22,34,64.7,11,29,40,33,6,3,6,27
03/29/2023 , MIN,PHX,A,L,240,100,40,90,44.4,12,35,34.3,8,12,66.7,16,38,54,24,4,4,21,24
03/31/2023 , MIN,LAL,H,L,240,111,41,95,43.2,13,39,33.3,16,19,84.2,12,27,39,25,10,4,16,22
04/02/2023 , MIN,POR,H,L,240,105,38,79,48.1,11,26,42.3,18,23,78.3,7,40,47,29,3,5,18,17
04/04/2023 , MIN,BKN,A,W,240,107,41,85,48.2,8,24,33.3,17,22,77.3,7,37,44,21,7,6,8,13
04/08/2023 , MIN,SAS,A,W,240,151,56,101,55.4,24,43,55.8,15,21,71.4,11,34,45,42,8,8,7,18
04/09/2023 , MIN,NOP,H,W,240,113,39,82,47.6,13,36,36.1,22,31,71,8,34,42,25,7,8,17,22
10/19/2022 , NOP,BKN,A,W,240,130,50,102,49,12,26,46.2,18,25,72,21,40,61,31,9,4,12,21
10/21/2022 , NOP,CHA,A,W,240,124,42,89,47.2,8,22,36.4,32,37,86.5,15,38,53,23,9,7,15,14
10/23/2022 , NOP,UTA,H,L,265,121,48,102,47.1,8,27,29.6,17,22,77.3,14,31,45,30,8,6,17,22
10/25/2022 , NOP,DAL,H,W,240,113,44,76,57.9,12,27,44.4,13,18,72.2,4,22,26,25,7,3,14,21
10/28/2022 , NOP,PHX,A,L,240,111,38,86,44.2,15,37,40.5,20,22,90.9,9,24,33,25,10,1,13,21
10/30/2022 , NOP,LAC,A,W,240,112,46,93,49.5,15,36,41.7,5,8,62.5,12,38,50,32,9,1,10,15
11/02/2022 , NOP,LAL,A,L,265,117,47,102,46.1,8,25,32,15,21,71.4,11,40,51,35,10,5,13,20
11/04/2022 , NOP,GSW,H,W,240,114,41,81,50.6,12,29,41.4,20,29,69,9,28,37,24,10,2,15,21
11/05/2022 , NOP,ATL,A,L,265,121,47,108,43.5,7,23,30.4,20,28,71.4,19,40,59,23,8,6,16,24
11/07/2022 , NOP,IND,A,L,240,122,48,97,49.5,14,34,41.2,12,17,70.6,13,30,43,32,7,4,10,20
11/09/2022 , NOP,CHI,A,W,240,115,42,84,50,3,19,15.8,28,36,77.8,13,37,50,20,8,5,16,18
11/10/2022 , NOP,POR,H,L,240,95,33,79,41.8,10,28,35.7,19,24,79.2,9,36,45,19,3,5,17,21
11/12/2022 , NOP,HOU,H,W,240,119,42,86,48.8,8,29,27.6,27,31,87.1,12,24,36,28,13,1,12,23
11/15/2022 , NOP,MEM,H,W,240,113,43,91,47.3,18,38,47.4,9,12,75,7,36,43,31,2,8,10,20
11/16/2022 , NOP,CHI,H,W,240,124,43,85,50.6,17,33,51.5,21,24,87.5,12,34,46,30,4,6,13,18
11/18/2022 , NOP,BOS,H,L,240,109,43,87,49.4,13,35,37.1,10,13,76.9,7,30,37,24,13,3,11,18
11/21/2022 , NOP,GSW,H,W,240,128,49,91,53.8,15,42,35.7,15,21,71.4,11,39,50,30,15,5,14,16
11/23/2022 , NOP,SAS,A,W,240,129,47,82,57.3,14,33,42.4,21,30,70,8,34,42,33,8,5,21,22
11/25/2022 , NOP,MEM,A,L,240,111,37,86,43,10,31,32.3,27,31,87.1,11,30,41,26,9,4,13,22
11/28/2022 , NOP,OKC,H,W,240,105,39,87,44.8,9,32,28.1,18,20,90,14,35,49,21,12,8,22,18
11/30/2022 , NOP,TOR,H,W,240,126,45,86,52.3,14,33,42.4,22,26,84.6,12,40,52,28,10,4,20,16
12/02/2022 , NOP,SAS,A,W,240,117,40,92,43.5,12,42,28.6,25,26,96.2,10,43,53,25,9,5,9,18
12/04/2022 , NOP,DEN,H,W,240,121,41,81,50.6,11,26,42.3,28,36,77.8,6,30,36,29,10,5,10,22
12/07/2022 , NOP,DET,H,W,240,104,39,85,45.9,8,27,29.6,18,23,78.3,10,40,50,21,8,9,18,21
12/09/2022 , NOP,PHX,H,W,240,128,46,90,51.1,8,27,29.6,28,35,80,13,31,44,27,10,1,11,15
12/11/2022 , NOP,PHX,H,W,265,129,50,86,58.1,8,25,32,21,28,75,7,36,43,31,10,3,15,26
12/13/2022 , NOP,UTA,A,L,240,100,37,93,39.8,4,27,14.8,22,33,66.7,15,28,43,25,12,3,17,17
12/15/2022 , NOP,UTA,A,L,265,129,47,99,47.5,12,30,40,23,28,82.1,19,30,49,24,8,6,16,30
12/17/2022 , NOP,PHX,A,L,240,114,45,77,58.4,14,30,46.7,10,13,76.9,4,32,36,27,2,5,16,27
12/19/2022 , NOP,MIL,H,L,240,119,42,99,42.4,18,45,40,17,24,70.8,17,27,44,30,9,0,15,20
12/22/2022 , NOP,SAS,H,W,240,126,44,91,48.4,13,34,38.2,25,27,92.6,16,30,46,25,10,6,17,24
12/23/2022 , NOP,OKC,A,W,265,128,41,94,43.6,13,37,35.1,33,40,82.5,13,42,55,30,10,4,21,21
12/26/2022 , NOP,IND,H,W,240,113,41,90,45.6,12,40,30,19,24,79.2,16,38,54,30,10,6,14,19
12/28/2022 , NOP,MIN,H,W,240,119,39,81,48.1,11,23,47.8,30,43,69.8,9,34,43,22,6,4,13,24
12/30/2022 , NOP,PHI,H,W,240,127,43,80,53.8,15,31,48.4,26,36,72.2,7,29,36,19,14,3,12,20
12/31/2022 , NOP,MEM,A,L,240,101,32,91,35.2,8,30,26.7,29,36,80.6,15,31,46,16,6,4,19,21
01/02/2023 , NOP,PHI,A,L,240,111,42,84,50,11,29,37.9,16,20,80,10,39,49,26,3,6,17,22
01/04/2023 , NOP,HOU,H,W,240,119,41,89,46.1,14,38,36.8,23,26,88.5,15,36,51,25,6,6,14,19
01/06/2023 , NOP,BKN,H,L,240,102,35,88,39.8,12,29,41.4,20,25,80,14,37,51,16,7,4,15,20
01/07/2023 , NOP,DAL,A,L,240,117,45,94,47.9,5,29,17.2,22,35,62.9,15,29,44,26,14,4,12,25
01/09/2023 , NOP,WAS,A,W,240,132,49,93,52.7,10,26,38.5,24,31,77.4,12,32,44,24,9,5,9,21
01/11/2023 , NOP,BOS,A,L,240,114,45,87,51.7,11,30,36.7,13,17,76.5,4,29,33,22,5,4,9,17
01/13/2023 , NOP,DET,A,W,240,116,42,86,48.8,11,31,35.5,21,30,70,8,40,48,29,7,3,16,21
01/16/2023 , NOP,CLE,A,L,240,103,38,75,50.7,10,27,37,17,22,77.3,3,25,28,26,9,1,17,23
01/18/2023 , NOP,MIA,H,L,240,98,37,80,46.3,13,30,43.3,11,18,61.1,9,29,38,27,5,3,18,17
01/20/2023 , NOP,ORL,A,L,240,110,41,91,45.1,10,35,28.6,18,24,75,11,28,39,29,9,5,10,21
01/22/2023 , NOP,MIA,A,L,240,96,37,78,47.4,8,30,26.7,14,18,77.8,8,33,41,24,17,4,24,22
01/24/2023 , NOP,DEN,H,L,240,98,38,85,44.7,5,26,19.2,17,20,85,14,29,43,18,5,3,14,14
01/25/2023 , NOP,MIN,H,L,240,102,37,85,43.5,12,38,31.6,16,21,76.2,8,34,42,25,4,7,14,21
01/28/2023 , NOP,WAS,H,L,240,103,39,92,42.4,8,29,27.6,17,19,89.5,8,34,42,21,9,8,10,26
01/29/2023 , NOP,MIL,A,L,240,110,41,93,44.1,13,34,38.2,15,21,71.4,8,30,38,25,7,3,12,20
01/31/2023 , NOP,DEN,A,L,240,113,42,85,49.4,8,27,29.6,21,25,84,8,28,36,28,13,2,15,24
02/02/2023 , NOP,DAL,A,L,240,106,42,84,50,5,20,25,17,21,81,12,38,50,27,6,5,17,26
02/04/2023 , NOP,LAL,H,W,240,131,52,100,52,9,30,30,18,20,90,14,34,48,28,6,0,10,22
02/05/2023 , NOP,SAC,H,W,240,136,48,85,56.5,14,26,53.8,26,34,76.5,12,36,48,26,11,3,10,23
02/07/2023 , NOP,ATL,H,W,240,116,45,91,49.5,12,32,37.5,14,21,66.7,13,34,47,28,8,2,9,19
02/10/2023 , NOP,CLE,H,L,240,107,39,82,47.6,9,24,37.5,20,25,80,11,23,34,25,8,3,14,18
02/13/2023 , NOP,OKC,A,W,240,103,39,74,52.7,9,30,30,16,18,88.9,4,29,33,19,13,8,18,21
02/15/2023 , NOP,LAL,A,L,240,102,39,89,43.8,7,25,28,17,24,70.8,13,37,50,24,5,3,15,28
02/23/2023 , NOP,TOR,A,L,240,110,39,84,46.4,13,30,43.3,19,25,76,6,37,43,23,6,2,13,19
02/25/2023 , NOP,NYK,A,L,240,106,40,102,39.2,8,38,21.1,18,21,85.7,13,26,39,25,11,0,7,15
02/27/2023 , NOP,ORL,H,L,240,93,34,76,44.7,6,27,22.2,19,23,82.6,9,29,38,23,9,2,17,26
03/01/2023 , NOP,POR,A,W,240,121,46,89,51.7,9,25,36,20,23,87,11,30,41,23,9,4,6,20
03/03/2023 , NOP,GSW,A,L,240,99,34,77,44.2,10,29,34.5,21,27,77.8,7,22,29,20,9,4,13,22
03/06/2023 , NOP,SAC,A,L,240,108,43,80,53.8,11,29,37.9,11,14,78.6,7,33,40,29,6,4,16,19
03/08/2023 , NOP,DAL,H,W,240,113,42,83,50.6,13,27,48.1,16,18,88.9,9,40,49,32,4,6,15,19
03/11/2023 , NOP,OKC,H,L,240,96,34,81,42,12,34,35.3,16,19,84.2,8,35,43,23,3,4,22,25
03/12/2023 , NOP,POR,H,W,240,127,43,86,50,19,40,47.5,22,29,75.9,8,35,43,35,11,7,15,19
03/14/2023 , NOP,LAL,H,L,240,108,42,98,42.9,11,43,25.6,13,20,65,15,26,41,23,9,3,12,24
03/17/2023 , NOP,HOU,A,L,240,112,39,82,47.6,12,28,42.9,22,25,88,8,27,35,22,8,5,9,17
03/19/2023 , NOP,HOU,A,W,240,117,42,85,49.4,13,31,41.9,20,24,83.3,10,29,39,28,7,4,10,23
03/21/2023 , NOP,SAS,H,W,240,119,45,81,55.6,10,24,41.7,19,23,82.6,5,44,49,31,8,2,16,19
03/23/2023 , NOP,CHA,H,W,240,115,45,98,45.9,11,34,32.4,14,15,93.3,11,41,52,26,11,0,11,14
03/25/2023 , NOP,LAC,A,W,240,131,51,96,53.1,21,34,61.8,8,9,88.9,12,33,45,36,11,3,15,21
03/27/2023 , NOP,POR,A,W,240,124,49,86,57,12,28,42.9,14,17,82.4,8,45,53,31,5,6,16,16
03/28/2023 , NOP,GSW,A,L,240,109,42,90,46.7,12,27,44.4,13,14,92.9,11,30,41,30,6,4,17,18
03/30/2023 , NOP,DEN,A,W,240,107,38,80,47.5,13,27,48.1,18,22,81.8,8,38,46,22,6,1,10,24
04/01/2023 , NOP,LAC,H,W,240,122,42,86,48.8,7,17,41.2,31,35,88.6,14,26,40,21,6,5,7,15
04/04/2023 , NOP,SAC,H,L,240,103,37,84,44,7,20,35,22,27,81.5,9,28,37,20,6,4,13,14
04/05/2023 , NOP,MEM,H,W,265,138,44,88,50,21,39,53.8,29,39,74.4,8,36,44,35,9,8,16,22
04/07/2023 , NOP,NYK,H,W,240,113,42,79,53.2,10,28,35.7,19,20,95,4,39,43,27,4,7,12,17
04/09/2023 , NOP,MIN,A,L,240,108,40,90,44.4,3,21,14.3,25,29,86.2,11,38,49,18,13,3,15,24
10/19/2022 , ATL,HOU,H,W,240,117,45,90,50,7,25,28,20,24,83.3,4,34,38,30,12,5,9,18
10/21/2022 , ATL,ORL,H,W,240,108,40,89,44.9,13,31,41.9,15,16,93.8,9,37,46,26,10,2,17,22
10/23/2022 , ATL,CHA,H,L,240,109,39,95,41.1,8,35,22.9,23,28,82.1,16,29,45,23,8,9,12,21
10/26/2022 , ATL,DET,A,W,240,118,45,91,49.5,8,22,36.4,20,25,80,10,36,46,22,6,12,12,20
10/28/2022 , ATL,DET,A,W,240,136,55,97,56.7,12,29,41.4,14,18,77.8,10,35,45,31,5,8,6,26
10/29/2022 , ATL,MIL,A,L,240,115,45,94,47.9,13,29,44.8,12,15,80,12,30,42,19,5,2,12,23
10/31/2022 , ATL,TOR,A,L,240,109,39,84,46.4,11,29,37.9,20,25,80,7,30,37,28,1,4,18,27
11/02/2022 , ATL,NYK,A,W,240,112,44,107,41.1,12,34,35.3,12,16,75,17,34,51,28,11,4,7,18
11/05/2022 , ATL,NOP,H,W,265,124,47,103,45.6,9,36,25,21,25,84,12,38,50,28,12,8,13,23
11/07/2022 , ATL,MIL,H,W,240,117,46,99,46.5,11,29,37.9,14,17,82.4,12,36,48,23,11,3,12,18
11/09/2022 , ATL,UTA,H,L,240,119,51,109,46.8,8,28,28.6,9,11,81.8,17,37,54,24,5,5,11,16
11/10/2022 , ATL,PHI,H,W,240,104,39,88,44.3,6,26,23.1,20,23,87,11,43,54,19,8,2,18,22
11/12/2022 , ATL,PHI,A,L,240,109,40,89,44.9,6,24,25,23,27,85.2,12,31,43,20,4,2,18,19
11/14/2022 , ATL,MIL,A,W,240,121,44,92,47.8,7,20,35,26,30,86.7,13,32,45,23,4,4,9,23
11/16/2022 , ATL,BOS,H,L,240,101,42,101,41.6,7,32,21.9,10,13,76.9,14,31,45,21,5,5,9,11
11/19/2022 , ATL,TOR,H,W,265,124,46,92,50,7,25,28,25,32,78.1,11,39,50,23,5,5,14,20
11/21/2022 , ATL,CLE,A,L,240,102,38,87,43.7,11,34,32.4,15,17,88.2,10,25,35,24,11,3,16,21
11/23/2022 , ATL,SAC,H,W,240,115,41,92,44.6,11,30,36.7,22,23,95.7,10,37,47,23,9,6,13,20
11/25/2022 , ATL,HOU,A,L,240,122,39,82,47.6,15,39,38.5,29,36,80.6,6,22,28,14,9,6,13,26
11/27/2022 , ATL,MIA,H,L,240,98,35,88,39.8,10,36,27.8,18,19,94.7,8,34,42,24,6,3,9,12
11/28/2022 , ATL,PHI,A,L,240,101,37,74,50,12,27,44.4,15,22,68.2,8,34,42,26,7,6,19,21
11/30/2022 , ATL,ORL,A,W,240,125,51,94,54.3,8,32,25,15,19,78.9,14,35,49,25,8,3,12,17
12/02/2022 , ATL,DEN,H,W,240,117,49,88,55.7,10,28,35.7,9,14,64.3,12,31,43,24,7,3,12,14
12/05/2022 , ATL,OKC,H,L,240,114,44,102,43.1,13,38,34.2,13,17,76.5,17,37,54,24,7,4,18,24
12/07/2022 , ATL,NYK,A,L,240,89,32,85,37.6,6,36,16.7,19,24,79.2,11,28,39,16,4,6,11,17
12/09/2022 , ATL,BKN,A,L,240,116,46,93,49.5,10,29,34.5,14,16,87.5,12,26,38,21,12,4,18,18
12/11/2022 , ATL,CHI,H,W,265,123,47,98,48,13,39,33.3,16,21,76.2,8,37,45,28,3,6,14,22
12/12/2022 , ATL,MEM,A,L,240,103,37,104,35.6,12,37,32.4,17,22,77.3,20,19,39,20,13,1,15,17
12/14/2022 , ATL,ORL,A,L,240,124,44,88,50,12,35,34.3,24,27,88.9,11,28,39,30,2,6,13,21
12/16/2022 , ATL,CHA,A,W,240,125,41,75,54.7,15,29,51.7,28,34,82.4,4,37,41,25,3,5,12,22
12/19/2022 , ATL,ORL,H,W,240,126,48,94,51.1,12,32,37.5,18,20,90,6,35,41,29,7,3,10,18
12/21/2022 , ATL,CHI,H,L,240,108,39,91,42.9,14,37,37.8,16,16,100,9,38,47,22,6,7,15,15
12/23/2022 , ATL,DET,H,W,240,130,49,92,53.3,12,34,35.3,20,24,83.3,8,40,48,30,10,8,8,20
12/27/2022 , ATL,IND,A,L,240,114,40,89,44.9,12,30,40,22,29,75.9,9,33,42,26,4,3,9,19
12/28/2022 , ATL,BKN,H,L,240,107,42,97,43.3,8,22,36.4,15,22,68.2,11,36,47,22,5,6,3,14
12/30/2022 , ATL,LAL,H,L,240,121,48,101,47.5,11,38,28.9,14,20,70,12,29,41,22,6,5,10,19
01/02/2023 , ATL,GSW,A,L,290,141,53,109,48.6,11,35,31.4,24,29,82.8,10,43,53,30,9,10,13,17
01/04/2023 , ATL,SAC,A,W,240,120,45,84,53.6,10,30,33.3,20,22,90.9,7,37,44,21,9,4,15,21
01/06/2023 , ATL,LAL,A,L,240,114,44,96,45.8,9,31,29,17,22,77.3,7,32,39,24,8,5,12,15
01/08/2023 , ATL,LAC,A,W,240,112,44,89,49.4,8,26,30.8,16,20,80,7,36,43,22,7,9,9,18
01/11/2023 , ATL,MIL,H,L,240,105,39,87,44.8,11,30,36.7,16,18,88.9,6,35,41,25,5,3,11,12
01/13/2023 , ATL,IND,A,W,240,113,41,94,43.6,16,33,48.5,15,21,71.4,14,36,50,26,6,9,13,22
01/14/2023 , ATL,TOR,A,W,240,114,43,84,51.2,11,27,40.7,17,18,94.4,5,35,40,19,6,4,11,22
01/16/2023 , ATL,MIA,H,W,240,121,45,76,59.2,13,27,48.1,18,22,81.8,2,26,28,27,9,5,16,17
01/18/2023 , ATL,DAL,A,W,240,130,49,86,57,13,26,50,19,20,95,7,28,35,28,7,4,12,23
01/20/2023 , ATL,NYK,H,W,240,139,56,100,56,13,34,38.2,14,16,87.5,14,25,39,27,6,4,7,16
01/21/2023 , ATL,CHA,H,L,240,118,45,83,54.2,11,25,44,17,20,85,6,34,40,24,5,4,16,20
01/23/2023 , ATL,CHI,A,L,240,100,39,85,45.9,10,33,30.3,12,19,63.2,9,34,43,24,6,4,18,14
01/25/2023 , ATL,OKC,A,W,240,137,50,84,59.5,11,29,37.9,26,33,78.8,11,35,46,26,5,6,16,16
01/28/2023 , ATL,LAC,H,L,240,113,45,95,47.4,7,27,25.9,16,20,80,15,32,47,24,12,2,8,18
01/30/2023 , ATL,POR,A,L,240,125,44,94,46.8,13,30,43.3,24,30,80,17,28,45,26,5,0,6,21
02/01/2023 , ATL,PHX,A,W,240,132,52,91,57.1,19,33,57.6,9,11,81.8,6,39,45,32,6,5,12,24
02/03/2023 , ATL,UTA,A,W,240,115,44,95,46.3,10,37,27,17,23,73.9,14,38,52,28,8,5,9,18
02/04/2023 , ATL,DEN,A,L,240,108,44,91,48.4,6,20,30,14,17,82.4,10,33,43,26,7,7,15,18
02/07/2023 , ATL,NOP,A,L,240,107,38,85,44.7,12,36,33.3,19,25,76,10,31,41,30,4,6,11,21
02/09/2023 , ATL,PHX,H,W,240,116,43,95,45.3,10,29,34.5,20,27,74.1,20,39,59,23,6,4,18,22
02/11/2023 , ATL,SAS,H,W,240,125,50,103,48.5,10,26,38.5,15,19,78.9,14,34,48,29,9,6,10,10
02/13/2023 , ATL,CHA,A,L,240,138,53,108,49.1,11,28,39.3,21,21,100,16,26,42,26,9,4,12,15
02/15/2023 , ATL,NYK,H,L,240,101,40,97,41.2,5,26,19.2,16,21,76.2,8,32,40,25,6,7,4,18
02/24/2023 , ATL,CLE,H,W,240,136,50,85,58.8,15,28,53.6,21,23,91.3,5,37,42,28,7,8,14,21
02/26/2023 , ATL,BKN,H,W,240,129,45,90,50,16,30,53.3,23,28,82.1,13,33,46,20,7,2,15,18
02/28/2023 , ATL,WAS,H,L,240,116,43,93,46.2,13,35,37.1,17,19,89.5,13,29,42,21,4,7,9,17
03/03/2023 , ATL,POR,H,W,240,129,52,91,57.1,12,26,46.2,13,16,81.3,10,33,43,30,10,5,17,19
03/04/2023 , ATL,MIA,A,L,240,109,37,79,46.8,9,30,30,26,30,86.7,10,27,37,22,12,1,16,23
03/06/2023 , ATL,MIA,A,L,240,128,51,92,55.4,9,29,31,17,23,73.9,12,25,37,28,5,0,10,25
03/08/2023 , ATL,WAS,A,W,240,122,45,85,52.9,12,29,41.4,20,26,76.9,8,28,36,26,11,5,11,17
03/10/2023 , ATL,WAS,A,W,240,114,42,95,44.2,15,31,48.4,15,19,78.9,13,33,46,25,9,4,14,17
03/11/2023 , ATL,BOS,H,L,240,125,50,100,50,10,34,29.4,15,16,93.8,13,35,48,24,4,4,10,17
03/13/2023 , ATL,MIN,H,L,240,115,44,97,45.4,4,22,18.2,23,28,82.1,18,33,51,17,6,4,15,19
03/17/2023 , ATL,GSW,H,W,240,127,47,100,47,16,41,39,17,25,68,13,32,45,27,7,8,10,15
03/19/2023 , ATL,SAS,A,L,240,118,48,101,47.5,5,22,22.7,17,20,85,20,31,51,21,4,4,12,13
03/21/2023 , ATL,DET,H,W,240,129,44,95,46.3,14,38,36.8,27,36,75,21,40,61,26,5,6,9,20
03/22/2023 , ATL,MIN,A,L,240,124,45,85,52.9,12,26,46.2,22,25,88,9,32,41,28,6,6,16,25
03/25/2023 , ATL,IND,H,W,240,143,53,96,55.2,15,30,50,22,25,88,15,27,42,33,10,8,11,14
03/26/2023 , ATL,MEM,H,L,240,119,45,98,45.9,7,31,22.6,22,26,84.6,14,34,48,27,4,5,10,15
03/28/2023 , ATL,CLE,H,W,240,120,41,89,46.1,12,27,44.4,26,33,78.8,14,37,51,25,5,3,12,16
03/31/2023 , ATL,BKN,A,L,240,107,39,91,42.9,8,37,21.6,21,23,91.3,16,30,46,23,6,3,11,14
04/02/2023 , ATL,DAL,H,W,265,132,51,108,47.2,12,35,34.3,18,22,81.8,16,37,53,28,10,3,9,22
04/04/2023 , ATL,CHI,A,W,240,123,48,86,55.8,10,28,35.7,17,19,89.5,7,41,48,26,5,7,16,18
04/05/2023 , ATL,WAS,H,W,240,134,43,84,51.2,13,30,43.3,35,40,87.5,12,36,48,30,10,5,16,23
04/07/2023 , ATL,PHI,H,L,265,131,51,92,55.4,10,33,30.3,19,28,67.9,4,34,38,32,11,7,20,19
04/09/2023 , ATL,BOS,A,L,240,114,44,97,45.4,11,39,28.2,15,19,78.9,16,34,50,27,11,5,9,12
10/19/2022 , TOR,CLE,H,W,240,108,36,86,41.9,13,30,43.3,23,32,71.9,12,29,41,19,15,4,13,23
10/21/2022 , TOR,BKN,A,L,240,105,41,84,48.8,11,28,39.3,12,18,66.7,8,33,41,25,9,4,13,21
10/22/2022 , TOR,MIA,A,L,240,109,37,87,42.5,14,39,35.9,21,28,75,8,29,37,24,9,5,6,25
10/24/2022 , TOR,MIA,A,W,240,98,34,86,39.5,14,32,43.8,16,20,80,10,42,52,22,6,6,12,22
10/26/2022 , TOR,PHI,H,W,240,119,46,84,54.8,16,37,43.2,11,14,78.6,6,33,39,32,9,5,9,21
10/28/2022 , TOR,PHI,H,L,240,90,33,86,38.4,9,39,23.1,15,24,62.5,15,30,45,20,9,5,17,15
10/31/2022 , TOR,ATL,H,W,240,139,46,92,50,14,34,41.2,33,40,82.5,12,32,44,25,13,9,6,22
11/02/2022 , TOR,SAS,A,W,240,143,57,106,53.8,14,33,42.4,15,16,93.8,9,41,50,31,16,6,11,17
11/04/2022 , TOR,DAL,A,L,240,110,39,88,44.3,11,34,32.4,21,25,84,18,26,44,20,10,4,19,22
11/06/2022 , TOR,CHI,H,W,240,113,44,103,42.7,10,37,27,15,20,75,23,29,52,28,11,10,9,16
11/07/2022 , TOR,CHI,A,L,240,97,36,85,42.4,9,28,32.1,16,22,72.7,5,26,31,24,10,7,14,20
11/09/2022 , TOR,HOU,H,W,240,116,42,102,41.2,15,44,34.1,17,20,85,22,28,50,19,12,9,13,26
11/11/2022 , TOR,OKC,A,L,240,113,38,88,43.2,11,30,36.7,26,36,72.2,14,25,39,20,13,4,16,16
11/12/2022 , TOR,IND,A,L,240,104,37,94,39.4,7,35,20,23,29,79.3,16,27,43,14,12,8,12,18
11/14/2022 , TOR,DET,A,W,240,115,40,82,48.8,8,27,29.6,27,28,96.4,12,30,42,27,7,8,17,27
11/16/2022 , TOR,MIA,H,W,240,112,44,86,51.2,7,26,26.9,17,22,77.3,16,26,42,23,5,3,14,23
11/19/2022 , TOR,ATL,A,L,265,122,48,108,44.4,8,37,21.6,18,22,81.8,17,34,51,27,11,6,13,25
11/23/2022 , TOR,BKN,H,L,240,98,36,101,35.6,7,29,24.1,19,25,76,23,29,52,16,12,2,13,13
11/26/2022 , TOR,DAL,H,W,240,105,38,88,43.2,8,26,30.8,21,26,80.8,17,31,48,20,10,2,13,21
11/28/2022 , TOR,CLE,H,W,240,100,37,84,44,12,28,42.9,14,17,82.4,7,38,45,23,4,5,10,17
